Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Old_Dialogue_ID,Old_Utterance_ID,Season,Episode,StartTime,EndTime
Op I tell something Very flattered umm I Åf engaged,Monica,3,positive,541,6,263,6,7,18,"00:04:33,231","00:04:42,197"
I really fun,Phoebe,3,positive,541,8,263,8,7,18,"00:04:53,251","00:04:58,005"
Chandler I sensed,Ross,4,neutral,542,1,264,1,6,17,"00:09:27,984","00:09:33,655"
Unagi I Åf always aware,Ross,4,neutral,542,3,264,3,6,17,"00:09:37,660","00:09:41,705"
Okay aware unagi eel,Chandler,3,positive,542,4,264,4,6,17,"00:09:41,872","00:09:44,833"
I Åf figure make Monica,Chandler,4,neutral,542,6,264,6,6,17,"0:09:47,383","0:09:49,507"
Oh Åf make one little jokes,Ross,0,negative,542,7,264,7,6,17,"00:09:49,630","00:09:52,048"
I Åf going crazy Okay Do thing around looks homemade,Chandler,2,negative,542,8,264,8,6,17,"00:09:52,216","00:09:56,219"
Y Åf know,Ross,4,neutral,542,9,264,9,6,17,"0:09:57,096","0:09:57,938"
She Åf d-she Åf love,Ross,4,neutral,542,10,264,10,6,17,"0:09:57,938","0:09:59,785"
Uh Åf exact replica Apollo 8,Ross,4,neutral,542,11,264,11,6,17,"0:09:59,890","0:10:02,018"
I made sixth grade,Ross,4,neutral,542,12,264,12,6,17,"0:10:02,018","0:10:03,374"
Yeah I guess I could use I could say love sends moon,Chandler,4,neutral,542,13,264,13,6,17,"00:10:04,645","00:10:08,273"
Yeah-yeah except Apollo 8 Åf actually land moon,Ross,4,neutral,542,14,264,14,6,17,"00:10:08,441","00:10:11,651"
But you-you-you could write umm love lets orbit moon twice return safely,Ross,3,positive,542,15,264,15,6,17,"00:10:13,154","00:10:18,199"
Wait minute I Åf give,Chandler,4,neutral,542,16,264,16,6,17,"00:10:19,577","00:10:21,036"
Because says `` Captain Ross '' side `` I hate Monica '' bottom,Chandler,4,neutral,542,18,264,18,6,17,"00:10:26,083","00:10:28,960"
Oh Oh I believe Clark stood,Janice,0,negative,543,0,265,0,7,7,"00:11:43,703","00:11:47,372"
He might still show,Monica,4,neutral,543,1,265,1,7,7,"00:11:47,832","00:11:49,082"
Oh stupid It Åf three hours,Janice,0,negative,543,2,265,2,7,7,"00:11:49,291","00:11:55,338"
I go happier things okay Umm Åf tell lovely wedding,Janice,5,negative,543,4,265,4,7,7,"00:11:56,298","00:12:02,679"
It Åf actually going family,Monica,4,neutral,544,0,269,0,7,7,"00:12:17,737","00:12:20,905"
OhÅcwaitÅcyou two think family Oh I ask something honest ; want sing,Janice,6,negative,544,1,269,1,7,7,"00:12:26,871","00:12:41,259"
Come No-no come,Ross,4,neutral,545,0,270,0,5,16,"00:15:20,502","00:15:25,924"
Hey Ross I brought reinforcements,Rachel,3,positive,545,1,270,1,5,16,"00:15:27,072","00:15:32,513"
Oh great What brought Joey,Ross,3,positive,545,2,270,2,5,16,"00:15:29,470","00:15:32,513"
Well I brought next best thing,Rachel,4,neutral,545,3,270,3,5,16,"00:15:32,765","00:15:34,223"
Whoa Y'know Katie I got ta tell ya I-I-I-I think one much,Rachel,6,positive,546,0,271,0,5,15,"00:14:55,561","00:15:03,484"
Ohh Joey nicest friends,Katie,3,positive,546,1,271,1,5,15,"00:15:06,322","00:15:08,656"
Ohh nicest girlfriend,Rachel,3,positive,546,2,271,2,5,15,"00:15:09,450","00:15:11,910"
You 're sweet,Katie,3,positive,546,3,271,3,5,15,"0:15:13,871","0:15:14,343"
Ohh 're sweet,Rachel,3,positive,546,4,271,4,5,15,"0:15:14,343","0:15:15,387"
Oww Joey kicked,Katie,6,negative,546,5,271,5,5,15,"00:15:24,298","00:15:27,842"
Oww Joey kicked,Katie,6,negative,547,0,271,5,5,15,"00:15:24,298","00:15:27,842"
Well Are n't gon na something,Katie,4,neutral,547,2,271,7,5,15,"00:15:32,723","00:15:35,224"
You 'd better something I 'm gon na walk door right Well Are gon na,Katie,0,negative,547,4,271,9,5,15,"00:15:36,769","00:15:43,483"
How could pick hitchhiker He could rape rapist killer something,Phoebe,2,negative,548,0,272,0,6,1,"00:14:29,577","00:14:36,499"
Don Åf think I asked got,Joey,6,negative,548,1,272,1,6,1,"00:14:36,709","00:14:39,419"
Y Åf know I Åf talking You go back sleep And rapist,Phoebe,0,negative,548,2,272,2,6,1,"00:14:40,087","00:14:45,592"
Ooh I Åf play I Åf play,Joey,3,positive,548,4,272,7,6,1,"00:14:52,057","00:14:54,017"
No-No You need sleep Night-night Shh,Phoebe,0,negative,548,5,272,8,6,1,"00:14:54,226","00:14:56,269"
Y Åf know I Åf talking You go back sleep And rapist,Phoebe,0,negative,549,0,272,2,6,1,"00:14:40,087","00:14:45,592"
Do like car games,Phoebe,4,neutral,549,2,272,4,6,1,"00:14:45,759","00:14:47,510"
Yeah Åf know license plate game,Hitchhiker,4,neutral,549,3,272,5,6,1,"00:14:47,678","00:14:49,971"
Pheebs help pick engagement ring Monica,Chandler,4,neutral,550,0,273,0,6,23,"00:00:02,836","00:00:07,089"
I Åf figure,Chandler,0,negative,550,1,273,1,6,23,"0:00:05,380","0:00:06,465"
It Åf hard,Chandler,5,negative,550,2,273,2,6,23,"0:00:06,465","0:00:07,165"
Should I get Tiffany cut Princess cut ah-ah,Chandler,5,negative,550,3,273,3,6,23,"00:00:07,257","00:00:10,718"
Now told anyone else,Phoebe,4,neutral,550,5,273,5,6,23,"00:00:13,972","00:00:15,347"
No I Åf want tell anybody else I Åf want Monica find,Chandler,4,neutral,550,6,273,6,6,23,"00:00:15,515","00:00:18,517"
Well Åf I trust Åf one best friends walked I looking ring brochures,Chandler,0,negative,550,8,273,8,6,23,"00:00:18,685","00:00:25,441"
Yeah well knocking pays I wish Åf toilet,Phoebe,6,positive,550,9,273,9,6,23,"00:00:26,526","00:00:32,990"
Hey So Chandler wan na go coffeehouse,Phoebe,3,positive,550,12,273,13,6,23,"0:00:36,494","0:00:39,122"
Pheebs help pick engagement ring Monica,Chandler,4,neutral,551,0,273,0,6,23,"00:00:02,836","00:00:07,089"
I Åf figure,Chandler,0,negative,551,1,273,1,6,23,"0:00:05,380","0:00:06,465"
It Åf hard,Chandler,5,negative,551,2,273,2,6,23,"0:00:06,465","0:00:07,165"
Should I get Tiffany cut Princess cut ah-ah,Chandler,5,negative,551,3,273,3,6,23,"00:00:07,257","00:00:10,718"
Pheebs help pick engagement ring Monica,Chandler,4,neutral,552,0,273,0,6,23,"00:00:02,836","00:00:07,089"
I Åf figure,Chandler,0,negative,552,1,273,1,6,23,"0:00:05,380","0:00:06,465"
It Åf hard,Chandler,5,negative,552,2,273,2,6,23,"0:00:06,465","0:00:07,165"
Should I get Tiffany cut Princess cut ah-ah,Chandler,5,negative,552,3,273,3,6,23,"00:00:07,257","00:00:10,718"
Oh perfect gon na see wanted go,Ross,4,neutral,552,6,273,15,6,23,"00:00:39,664","00:00:42,041"
Oh well Åf gotÅctheÅcother pl-place,Chandler,4,neutral,552,7,273,16,6,23,"00:00:42,208","00:00:45,711"
Oh I Åf sorry You wan na bite,Joey,6,positive,553,1,273,18,6,23,"00:00:51,551","00:00:52,843"
The stripper stole ring The stripper stole ring Chandler Chandler get Get The stripper stole ring,Joey,6,negative,554,0,274,0,4,22,"00:10:05,271","00:10:11,943"
The ring gone,Joey,6,negative,554,2,274,2,4,22,"0:10:12,583","0:10:14,117"
Just sec give minute wake Ah-ha-ha,Chandler,4,neutral,554,4,274,4,4,22,"0:10:16,170","0:10:24,756"
You lost ring,Chandler,3,positive,554,5,274,5,4,22,"0:10:21,871","0:10:23,013"
You Åf worst best man ever,Chandler,0,negative,554,6,274,6,4,22,"0:10:23,013","0:10:24,752"
Dude Åf funny,Joey,0,negative,554,7,274,7,4,22,"0:10:25,791","0:10:27,210"
What I gon na,Joey,2,negative,554,8,274,8,4,22,"0:10:27,210","0:10:28,113"
I go bed last night everything Åf cool,Joey,3,positive,554,9,274,9,4,22,"00:10:28,210","00:10:30,170"
I wake morning stripper Åf gone ring gone,Joey,2,negative,554,10,274,10,4,22,"00:10:30,338","00:10:33,381"
You slept stripper,Chandler,6,negative,554,11,274,11,4,22,"0:10:33,549","0:10:34,759"
What difference make,Ross,0,negative,555,0,275,0,5,11,"00:14:48,679","00:14:51,306"
Well I 'm paste matches pants make pair paste pants wo n't know difference,Joey,0,negative,555,1,275,1,5,11,"00:14:51,473","00:15:00,231"
Dude I gon na,Ross,2,negative,555,2,275,3,5,11,"00:15:00,399","00:15:01,858"
Uh Rachel 's good luck man let know works,Joey,0,negative,555,3,275,4,5,11,"00:15:02,026","00:15:05,069"
Well I 'm paste matches pants make pair paste pants wo n't know difference,Joey,0,negative,556,0,275,1,5,11,"00:14:51,473","00:15:00,231"
Uh Rachel 's good luck man let know works,Joey,0,negative,556,2,275,4,5,11,"00:15:02,026","00:15:05,069"
Oh Joey I problem,Rachel,2,negative,556,3,275,5,5,11,"00:15:07,114","00:15:10,325"
Oh well 're timing could n't better I putting fires place,Joey,4,neutral,556,4,275,6,5,11,"00:15:10,492","00:15:19,918"
Okay Okay Okay Joey I,Rachel,4,neutral,556,5,275,7,5,11,"00:15:15,956","00:15:19,918"
Oh God 's huge promise tell anyone,Rachel,6,positive,556,7,275,9,5,11,"00:15:21,420","00:15:24,631"
Oh no-no-no-no I n't want know,Joey,2,negative,556,8,275,10,5,11,"00:15:24,798","00:15:28,134"
Yes Yes Yes want know This unbelievable,Rachel,0,negative,556,9,275,11,5,11,"00:15:28,302","00:15:30,803"
I n't care Rach Look I tired guy knows secrets ca n't tell anyone,Joey,1,negative,556,10,275,12,5,11,"00:15:31,013","00:15:37,769"
What What secrets You know secrets What,Rachel,6,positive,556,11,275,13,5,11,"00:15:36,226","00:15:37,769"
And 're supposed gossiping,Joey,1,negative,556,12,275,14,5,11,"00:15:37,937","00:15:39,604"
I know I know I ca n't keep one I pick phone,Rachel,2,negative,556,13,275,15,5,11,"00:15:39,772","00:15:50,907"
I 'm listening,Joey,0,negative,556,14,275,16,5,11,"00:15:48,822","00:15:50,907"
Dude I gon na,Ross,2,negative,557,1,275,3,5,11,"00:15:00,399","00:15:01,858"
Oh Yay Look There Åf piece Åf floor,Rachel,3,positive,558,0,276,0,7,11,"00:20:39,488","00:20:42,365"
All right havin,Joey,4,neutral,558,2,276,3,7,11,"00:20:56,505","00:20:59,090"
Uhh I Åf believe crazy diets Åf know everything moderation,Joey,4,neutral,559,0,277,0,8,19,"00:10:49,608","00:10:55,781"
I Åf take go For kids,Joey,4,neutral,559,1,277,1,8,19,"00:10:59,201","00:11:03,455"
Oh I know I wanted ask You show years ago killed What happened,The Interviewer,4,neutral,559,2,277,2,8,19,"00:11:05,499","00:11:11,880"
It stupid I said stuff interview I Åf said,Joey,0,negative,559,3,277,3,8,19,"00:11:12,047","00:11:16,593"
But believe Åf gon na happen today,Joey,4,neutral,559,4,277,4,8,19,"00:11:16,760","00:11:19,012"
Understood So Åf say back,The Interviewer,4,neutral,559,5,277,5,8,19,"00:11:20,138","00:11:22,391"
Well I said I,Joey,4,neutral,559,6,277,6,8,19,"00:11:22,599","00:11:23,725"
So like drums,Phoebe,3,positive,560,1,278,1,7,10,"00:07:50,094","00:07:52,179"
That 's 's great,Phoebe,3,positive,560,2,278,2,7,10,"00:07:52,388","00:07:54,306"
Y Åf know I worried know would maybe unbearable living situation,Phoebe,4,neutral,560,3,278,3,7,10,"00:07:56,017","00:08:00,687"
All right okay well apparently,Phoebe,5,negative,560,4,278,4,7,10,"0:08:00,855","0:08:03,207"
So like drums,Phoebe,3,positive,561,0,278,1,7,10,"00:07:50,094","00:07:52,179"
That 's 's great,Phoebe,3,positive,561,1,278,2,7,10,"00:07:52,388","00:07:54,306"
Y Åf know I worried know would maybe unbearable living situation,Phoebe,4,neutral,561,2,278,3,7,10,"00:07:56,017","00:08:00,687"
All right okay well apparently,Phoebe,5,negative,561,3,278,4,7,10,"0:08:00,855","0:08:03,207"
Hey-hey Pheebs check already learned song Ready One two three four,Joey,4,neutral,561,5,278,6,7,10,"00:08:05,401","00:08:10,864"
That 's fun,Phoebe,3,positive,561,7,278,8,7,10,"00:08:16,871","00:08:18,622"
Whoa-whoa Treeger made cry,Joey,6,negative,562,0,279,0,4,4,"00:02:51,880","00:02:54,715"
Yes And said really mean things partly true,Rachel,5,negative,562,1,279,1,4,4,"00:02:55,383","00:02:59,720"
I Åf gon na go teach guy lesson,Joey,0,negative,562,2,279,2,4,4,"00:03:00,930","00:03:02,723"
That Åf easy say Åf almost killed,Rachel,0,negative,562,3,279,4,4,4,"00:03:05,685","00:03:09,605"
All right Åf school session,Joey,4,neutral,562,4,279,5,4,4,"00:03:09,772","00:03:13,108"
I Åf gon na go teach guy lesson,Joey,0,negative,563,0,279,2,4,4,"00:03:00,930","00:03:02,723"
Joey please Åf I think Åf best forget,Monica,2,negative,563,1,279,3,4,4,"00:03:02,974","00:03:05,475"
All right Åf school session,Joey,4,neutral,563,2,279,5,4,4,"00:03:09,772","00:03:13,108"
My God Is gym card,Monica,6,positive,563,3,279,6,4,4,"00:03:15,361","00:03:17,863"
Joey please Åf I think Åf best forget,Monica,2,negative,564,0,279,3,4,4,"00:03:02,974","00:03:05,475"
That Åf easy say Åf almost killed,Rachel,0,negative,564,1,279,4,4,4,"00:03:05,685","00:03:09,605"
My God Is gym card,Monica,6,positive,565,0,279,6,4,4,"00:03:15,361","00:03:17,863"
Oh yeah gym member I try go four times week I Åf missed last 1200 times,Chandler,4,neutral,565,1,279,7,4,4,"00:03:18,072","00:03:25,746"
Oh yeah gym member I try go four times week I Åf missed last 1200 times,Chandler,4,neutral,566,0,279,7,4,4,"00:03:18,072","00:03:25,746"
So Åf quit,Ross,4,neutral,566,1,279,8,4,4,"00:03:27,624","00:03:29,291"
You Åf think I Åf tried You think I,Chandler,3,positive,566,2,279,9,4,4,"00:03:30,126","00:03:32,002"
Oh Maria You Åf say Åf like lycra spandex covered gymÅctreat,Chandler,3,positive,566,4,279,11,4,4,"00:03:54,067","00:03:59,613"
You need go hold hand,Ross,4,neutral,566,5,279,12,4,4,"00:04:01,783","00:04:04,409"
So Åf strong enough face,Ross,4,neutral,566,7,279,14,4,4,"0:04:05,579","0:04:07,633"
Oh Åf come,Chandler,2,negative,566,8,279,15,4,4,"00:04:07,789","00:04:09,790"
Pheebs I Åf think anyone 's mad,Rachel,4,neutral,567,0,280,0,5,12,"0:02:17,929","0:02:19,389"
Exactly Because 's past,Phoebe,0,negative,567,1,280,1,5,12,"0:02:19,389","0:02:22,343"
Exactly Because 's past,Phoebe,0,negative,568,0,280,1,5,12,"0:02:19,389","0:02:22,343"
Anybody gon na eat,Joey,4,neutral,568,1,280,2,5,12,"00:02:25,478","00:02:27,271"
Listen know uh Åf wearing pants lean forward I check underwear,Joey,4,neutral,569,2,281,2,7,22,"00:07:58,144","00:08:03,565"
Well Jake I saw thatÅche wearing women Åf underwear,Joey,6,negative,569,4,281,4,7,22,"00:08:05,860","00:08:11,823"
I know They mine,Phoebe,4,neutral,569,5,281,5,7,22,"00:08:11,991","00:08:13,742"
Oh No No wait Åf weird,Joey,1,negative,569,6,281,6,7,22,"00:08:14,619","00:08:19,664"
No Åf We goofing around I dared try,Phoebe,4,neutral,569,7,281,7,7,22,"00:08:20,249","00:08:23,668"
That Åf weird,Joey,1,negative,569,8,281,8,7,22,"00:08:24,212","00:08:25,253"
I Åf wearing briefs right,Phoebe,4,neutral,569,9,281,9,7,22,"0:08:25,421","0:08:26,933"
That Åf sÅckinda hot,Joey,6,positive,569,10,281,10,7,22,"0:08:26,933","0:08:29,305"
I think And little flap Great holding lipstick,Phoebe,3,positive,570,0,282,0,1,22,"00:08:29,967","00:08:35,472"
Yeah I Åf know,Joey,4,neutral,570,1,282,1,1,22,"00:08:40,561","00:08:42,395"
And Y Åf know Jake says That women Åf underwear actually comfortable And loves way silk feels skin,Phoebe,3,positive,570,2,282,2,1,22,"00:08:43,856","00:08:51,279"
Yeah well next thing know Åf telling high heels good posture,Joey,1,negative,571,0,283,0,7,22,"00:08:51,447","00:08:55,700"
There nothing wrong Jake Okay He man I Åf thinking even,Phoebe,4,neutral,571,1,283,1,7,22,"00:08:56,202","00:09:01,331"
Oh yeah looked like real lumberjack pink lacys,Joey,1,negative,571,2,283,2,7,22,"00:09:01,499","00:09:05,377"
I Åf saying man completely secure masculinity could walk around women Åf underwear,Phoebe,4,neutral,571,3,283,3,7,22,"00:09:06,462","00:09:14,135"
I Åf think could ever,Phoebe,4,neutral,571,4,283,4,7,22,"00:09:10,841","00:09:14,135"
I Åf know A cowboy theme,Phoebe,4,neutral,572,2,284,2,7,19,"0:05:18,826","0:05:21,627"
Hey uh okay come,Joey,4,neutral,573,0,285,0,9,1,"00:08:07,361","00:08:10,071"
Of course Oh Joey ring IÅcit Åf beautiful I love,Rachel,3,positive,573,1,285,1,9,1,"00:08:10,281","00:08:14,201"
Yeah uh look Rach Åf something I got ta tell ya,Joey,4,neutral,573,2,285,2,9,1,"00:08:15,495","00:08:18,747"
Okay sweetie Just open put mouth,Rachel,4,neutral,573,5,285,8,9,1,"00:08:36,933","00:08:40,810"
I Åf sorry honey saying,Rachel,4,neutral,573,7,285,10,9,1,"0:08:45,608","0:08:47,193"
Oh uh-uh yeah I think,Joey,4,neutral,573,8,285,11,9,1,"0:08:47,193","0:08:49,547"
Do think nipples big mouth,Rachel,4,neutral,573,9,285,13,9,1,"00:08:52,782","00:08:54,824"
She looks scared,Rachel,4,neutral,573,10,285,14,9,1,"0:08:59,705","0:09:00,957"
Doesn Åf look scared,Rachel,4,neutral,573,11,285,15,9,1,"0:09:00,957","0:09:01,892"
Y Åf know I Åf really know,Joey,4,neutral,573,12,285,16,9,1,"00:09:02,041","00:09:04,501"
Hey Are ready try nursing,Nurse,4,neutral,574,1,285,4,9,1,"00:08:21,375","00:08:25,629"
Yeah Hi Emma Hey think Åf take breast,Rachel,4,neutral,574,2,285,5,9,1,"00:08:25,796","00:08:33,178"
It Åf right honey takes babies get Åf worry It Åf happen,Nurse,4,neutral,574,3,285,6,9,1,"00:08:27,965","00:08:33,178"
Do think nipples big mouth,Rachel,4,neutral,574,4,285,13,9,1,"00:08:52,782","00:08:54,824"
She looks scared,Rachel,4,neutral,574,5,285,14,9,1,"0:08:59,705","0:09:00,957"
Doesn Åf look scared,Rachel,4,neutral,574,6,285,15,9,1,"0:09:00,957","0:09:01,892"
It Åf right honey takes babies get Åf worry It Åf happen,Nurse,4,neutral,575,0,285,6,9,1,"00:08:27,965","00:08:33,178"
Can see nipples shirt,Chandler,4,neutral,576,0,286,0,1,15,"00:04:01,741","00:04:03,909"
No But n't worry I 'm sure 're still,Rachel,4,neutral,576,1,286,1,1,15,"00:04:06,663","00:04:09,748"
No But n't worry I 'm sure 're still,Rachel,4,neutral,577,0,286,1,1,15,"00:04:06,663","00:04:09,748"
Where going Mr. Suity-Man,Phoebe,4,neutral,577,1,286,2,1,15,"00:04:11,209","00:04:12,709"
Where going Mr. Suity-Man,Phoebe,4,neutral,578,0,286,2,1,15,"00:04:11,209","00:04:12,709"
Well I appointment see Dr. Robert Pillman career counselor a-gogo I added `` a-gogo,Chandler,4,neutral,578,1,286,3,1,15,"00:04:12,877","00:04:21,218"
Actually tomorrow night kinda depends tonight goes,Joey,4,neutral,579,0,287,0,1,14,"00:02:25,478","00:02:27,813"
Oh uh listen tonight,Chandler,5,negative,579,1,287,1,1,14,"0:02:27,981","0:02:30,243"
No n't dare bail,Joey,0,negative,579,2,287,2,1,14,"0:02:30,243","0:02:32,249"
The reason 's goin I said I could bring friend friend,Joey,4,neutral,579,3,287,3,1,14,"00:02:27,981","00:02:35,904"
Yes I know friend sounds like,Chandler,0,negative,579,4,287,4,1,14,"00:02:36,114","00:02:40,450"
I know come man 's needy 's vulnerable,Joey,4,neutral,579,6,287,6,1,14,"0:02:40,994","0:02:44,056"
I 'm thinkin cha-ching,Joey,3,positive,579,7,287,7,1,14,"0:02:44,056","0:02:44,302"
Look woman since Janice,Joey,4,neutral,579,9,287,9,1,14,"0:02:52,255","0:02:54,717"
You 're doin,Joey,4,neutral,579,10,287,10,1,14,"0:02:54,717","0:02:56,053"
No n't dare bail,Joey,0,negative,580,0,287,2,1,14,"0:02:30,243","0:02:32,249"
The reason 's goin I said I could bring friend friend,Joey,4,neutral,580,1,287,3,1,14,"00:02:27,981","00:02:35,904"
I know come man 's needy 's vulnerable,Joey,4,neutral,580,3,287,6,1,14,"0:02:40,994","0:02:44,056"
I 'm thinkin cha-ching,Joey,3,positive,580,4,287,7,1,14,"0:02:44,056","0:02:44,302"
Look woman since Janice,Joey,4,neutral,580,6,287,9,1,14,"0:02:52,255","0:02:54,717"
You 're doin,Joey,4,neutral,580,7,287,10,1,14,"0:02:54,717","0:02:56,053"
Hi She said yes,Ross,4,neutral,580,8,287,11,1,14,"00:02:56,676","00:03:00,304"
Hi She said yes,Ross,4,neutral,581,0,287,11,1,14,"00:02:56,676","00:03:00,304"
Yes Way go man Still got egg huh,Chandler,3,positive,581,1,287,12,1,14,"00:03:00,555","00:03:06,143"
You Åf paying,Gunther,4,neutral,582,1,288,1,6,13,"0:15:41,315","0:15:42,316"
What No-no Åf birthday,Joey,6,positive,582,2,288,2,6,13,"0:15:42,316","0:15:44,418"
You Åf sung Happy Birthday 20 different women today,Gunther,6,negative,582,3,288,3,6,13,"00:15:44,526","00:15:47,278"
You longer authorized distribute birthday muffins,Gunther,4,neutral,582,5,288,5,6,13,"00:15:50,157","00:15:52,617"
I mean wow,Ross,6,positive,583,3,288,12,6,13,"0:16:05,456","0:16:06,890"
I mean I-I-I think Åf cute I-I would never thought going never,Ross,4,neutral,583,4,288,13,6,13,"00:16:08,842","00:16:15,098"
I say much bigger person I,Ross,4,neutral,583,5,288,17,6,13,"00:16:24,149","00:16:27,443"
I mean Åf I Åf know I wish I brother reciprocate,Ross,4,neutral,583,6,288,18,6,13,"00:16:27,611","00:16:32,865"
Hey ever want go Monica blessing,Ross,4,neutral,583,7,288,19,6,13,"00:16:35,327","00:16:38,287"
Did tell sister ask,Ross,4,neutral,584,2,288,9,6,13,"00:16:00,250","00:16:02,502"
I mean wow,Ross,6,positive,584,5,288,12,6,13,"0:16:05,456","0:16:06,890"
I mean I-I-I think Åf cute I-I would never thought going never,Ross,4,neutral,584,6,288,13,6,13,"00:16:08,842","00:16:15,098"
