,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID
2979,say captain ross side hate monica bottom,Chandler,4,542,18
2980,oh oh believe clark stood,Janice,0,543,0
2981,might still show,Monica,4,543,1
2982,oh stupid three hour,Janice,0,543,2
2983,go happier thing okay umm tell lovely wedding,Janice,5,543,4
2984,actually going family,Monica,4,544,0
2985,two think family oh ask something honest want sing,Janice,6,544,1
2986,come come,Ross,4,545,0
2987,hey ross brought reinforcement,Rachel,3,545,1
2988,oh great brought joey,Ross,3,545,2
2989,well brought next best thing,Rachel,4,545,3
2990,whoa katie got ta tell ya think one much,Rachel,6,546,0
2991,ohh joey nicest friend,Katie,3,546,1
2992,ohh nicest girlfriend,Rachel,3,546,2
2993,sweet,Katie,3,546,3
2994,ohh sweet,Rachel,3,546,4
2995,oww joey kicked,Katie,6,546,5
2996,oww joey kicked,Katie,6,547,0
2997,huh,Joey,4,547,1
2998,well gon na something,Katie,4,547,2
2999,better something gon na walk door right well gon na,Katie,0,547,4
3000,nah,Joey,4,547,5
3001,could pick hitchhiker could rape rapist killer something,Phoebe,2,548,0
3002,think asked got,Joey,6,548,1
3003,know talking go back sleep rapist,Phoebe,0,548,2
3004,ooh play play,Joey,3,548,4
3005,need sleep shh,Phoebe,0,548,5
3006,know talking go back sleep rapist,Phoebe,0,549,0
3007,like car game,Phoebe,4,549,2
3008,yeah know license plate game,Hitchhiker,4,549,3
3009,pheebs help pick engagement ring monica,Chandler,4,550,0
3010,figure,Chandler,0,550,1
3011,hard,Chandler,5,550,2
3012,get tiffany cut princess cut,Chandler,5,550,3
3013,paper cut,Chandler,5,550,4
3014,told anyone else,Phoebe,4,550,5
3015,want tell anybody else want monica find,Chandler,4,550,6
3016,told,Phoebe,6,550,7
3017,well trust one best friend walked looking ring brochure,Chandler,0,550,8
3018,yeah well knocking pay wish toilet,Phoebe,6,550,9
3019,hey,Chandler,4,550,11
3020,hey chandler wan na go coffeehouse,Phoebe,3,550,12
3021,oh right,Chandler,4,550,13
3022,pheebs help pick engagement ring monica,Chandler,4,551,0
3023,figure,Chandler,0,551,1
3024,hard,Chandler,5,551,2
3025,get tiffany cut princess cut,Chandler,5,551,3
3026,paper cut,Chandler,5,551,4
3027,hey,Joey,4,551,6
3028,hey,Chandler,4,551,7
3029,pheebs help pick engagement ring monica,Chandler,4,552,0
3030,figure,Chandler,0,552,1
3031,hard,Chandler,5,552,2
3032,get tiffany cut princess cut,Chandler,5,552,3
3033,paper cut,Chandler,5,552,4
3034,oh right,Chandler,4,552,5
3035,oh perfect gon na see wanted go,Ross,4,552,6
3036,oh well,Chandler,4,552,7
3037,rude,Ross,1,552,8
3038,rude,Ross,1,553,0
3039,oh sorry wan na bite,Joey,6,553,1
3040,stripper stole ring stripper stole ring chandler chandler get get stripper stole ring,Joey,6,554,0
3041,ring gone,Joey,6,554,2
3042,ugh,Chandler,1,554,3
3043,sec give minute wake,Chandler,4,554,4
3044,lost ring,Chandler,3,554,5
3045,worst best man ever,Chandler,0,554,6
3046,dude funny,Joey,0,554,7
3047,gon na,Joey,2,554,8
3048,go bed last night everything cool,Joey,3,554,9
3049,wake morning stripper gone ring gone,Joey,2,554,10
3050,slept stripper,Chandler,6,554,11
3051,course,Joey,2,554,12
3052,difference make,Ross,0,555,0
3053,well paste match pant make pair paste pant wo know difference,Joey,0,555,1
3054,dude gon na,Ross,2,555,2
3055,uh rachel good luck man let know work,Joey,0,555,3
3056,well paste match pant make pair paste pant wo know difference,Joey,0,556,0
3057,joey minute,Rachel,4,556,1
3058,uh rachel good luck man let know work,Joey,0,556,2
3059,oh joey problem,Rachel,2,556,3
3060,oh well timing could better putting fire place,Joey,4,556,4
3061,okay okay okay joey,Rachel,4,556,5
3062,oh god huge promise tell anyone,Rachel,6,556,7
3063,oh want know,Joey,2,556,8
3064,yes yes yes want know unbelievable,Rachel,0,556,9
3065,care rach look tired guy know secret ca tell anyone,Joey,1,556,10
3066,secret know secret,Rachel,6,556,11
3067,supposed gossiping,Joey,1,556,12
3068,know know ca keep one pick phone,Rachel,2,556,13
3069,listening,Joey,0,556,14
3070,joey minute,Rachel,4,557,0
3071,dude gon na,Ross,2,557,1
3072,oh yay look piece floor,Rachel,3,558,0
3073,hey come,Rachel,0,558,1
3074,right havin,Joey,4,558,2
3075,uhh believe crazy diet know everything moderation,Joey,4,559,0
3076,take go kid,Joey,4,559,1
3077,oh know wanted ask show year ago killed happened,The Interviewer,4,559,2
3078,stupid said stuff interview said,Joey,0,559,3
3079,believe gon na happen today,Joey,4,559,4
3080,understood say back,The Interviewer,4,559,5
3081,well said,Joey,4,559,6
3082,ha,Rachel,4,560,0
3083,like drum,Phoebe,3,560,1
3084,great,Phoebe,3,560,2
3085,know worried know would maybe unbearable living situation,Phoebe,4,560,3
3086,right okay well apparently,Phoebe,5,560,4
3087,yay,Phoebe,3,560,5
3088,like drum,Phoebe,3,561,0
3089,great,Phoebe,3,561,1
3090,know worried know would maybe unbearable living situation,Phoebe,4,561,2
3091,right okay well apparently,Phoebe,5,561,3
3092,yay,Phoebe,3,561,4
3093,pheebs check already learned song ready one two three four,Joey,4,561,5
3094,tequila,Joey,3,561,6
3095,fun,Phoebe,3,561,7
3096,treeger made cry,Joey,6,562,0
3097,yes said really mean thing partly true,Rachel,5,562,1
3098,gon na go teach guy lesson,Joey,0,562,2
3099,easy say almost killed,Rachel,0,562,3
3100,right school session,Joey,4,562,4
3101,gon na go teach guy lesson,Joey,0,563,0
3102,joey please think best forget,Monica,2,563,1
3103,right school session,Joey,4,563,2
3104,god gym card,Monica,6,563,3
3105,joey please think best forget,Monica,2,564,0
3106,easy say almost killed,Rachel,0,564,1
3107,god gym card,Monica,6,565,0
3108,oh yeah gym member try go four time week missed last time,Chandler,4,565,1
3109,oh yeah gym member try go four time week missed last time,Chandler,4,566,0
3110,quit,Ross,4,566,1
3111,think tried think,Chandler,3,566,2
3112,maria,Ross,4,566,3
3113,oh maria say like lycra spandex covered,Chandler,3,566,4
3114,need go hold hand,Ross,4,566,5
3115,strong enough face,Ross,4,566,7
3116,oh come,Chandler,2,566,8
3117,pheebs think anyone mad,Rachel,4,567,0
3118,exactly past,Phoebe,0,567,1
3119,exactly past,Phoebe,0,568,0
3120,anybody gon na eat,Joey,4,568,1
3121,pheebs,Joey,3,569,0
3122,hey,Phoebe,3,569,1
3123,listen know uh wearing pant lean forward check underwear,Joey,4,569,2
3124,yeah,Phoebe,4,569,3
3125,well jake saw wearing woman underwear,Joey,6,569,4
3126,know mine,Phoebe,4,569,5
3127,oh wait weird,Joey,1,569,6
3128,goofing around dared try,Phoebe,4,569,7
3129,weird,Joey,1,569,8
3130,wearing brief right,Phoebe,4,569,9
3131,hot,Joey,6,569,10
3132,think little flap great holding lipstick,Phoebe,3,570,0
3133,yeah know,Joey,4,570,1
3134,know jake say woman underwear actually comfortable love way silk feel skin,Phoebe,3,570,2
3135,yeah well next thing know telling high heel good posture,Joey,1,571,0
3136,nothing wrong jake okay man thinking even,Phoebe,4,571,1
3137,oh yeah looked like real lumberjack pink lacys,Joey,1,571,2
3138,saying man completely secure masculinity could walk around woman underwear,Phoebe,4,571,3
3139,think could ever,Phoebe,4,571,4
3140,hey,Joey,4,571,5
3141,okay whatever,Phoebe,1,571,6
3142,lust flesh,Phoebe,4,572,0
3143,know cowboy theme,Phoebe,4,572,2
3144,hey uh okay come,Joey,4,573,0
3145,course oh joey ring beautiful love,Rachel,3,573,1
3146,yeah uh look rach something got ta tell ya,Joey,4,573,2
3147,hey,Rachel,3,573,3
3148,yowza,Joey,0,573,4
3149,okay sweetie open put mouth,Rachel,4,573,5
3150,dear lord,Joey,6,573,6
3151,sorry honey saying,Rachel,4,573,7
3152,oh yeah think,Joey,4,573,8
3153,think nipple big mouth,Rachel,4,573,9
3154,look scared,Rachel,4,573,10
3155,look scared,Rachel,4,573,11
3156,know really know,Joey,4,573,12
3157,hey,Rachel,3,574,0
3158,hey ready try nursing,Nurse,4,574,1
3159,yeah hi emma hey think take breast,Rachel,4,574,2
3160,right honey take baby get worry happen,Nurse,4,574,3
3161,think nipple big mouth,Rachel,4,574,4
3162,look scared,Rachel,4,574,5
3163,look scared,Rachel,4,574,6
3164,right honey take baby get worry happen,Nurse,4,575,0
3165,yowza,Joey,0,575,1
3166,see nipple shirt,Chandler,4,576,0
3167,worry sure still,Rachel,4,576,1
3168,worry sure still,Rachel,4,577,0
3169,going,Phoebe,4,577,1
3170,going,Phoebe,4,578,0
3171,well appointment see robert pillman career counselor added,Chandler,4,578,1
3172,actually tomorrow night kinda depends tonight go,Joey,4,579,0
3173,oh uh listen tonight,Chandler,5,579,1
3174,dare bail,Joey,0,579,2
3175,reason goin said could bring friend friend,Joey,4,579,3
3176,yes know friend sound like,Chandler,0,579,4
3177,pathetic mess,Joey,4,579,5
3178,know come man needy vulnerable,Joey,4,579,6
3179,thinkin,Joey,3,579,7
3180,thanks,Joey,4,579,8
3181,look woman since janice,Joey,4,579,9
3182,doin,Joey,4,579,10
3183,dare bail,Joey,0,580,0
3184,reason goin said could bring friend friend,Joey,4,580,1
3185,pathetic mess,Joey,4,580,2
3186,know come man needy vulnerable,Joey,4,580,3
3187,thinkin,Joey,3,580,4
3188,thanks,Joey,4,580,5
3189,look woman since janice,Joey,4,580,6
3190,doin,Joey,4,580,7
3191,hi said yes,Ross,4,580,8
3192,hi said yes,Ross,4,581,0
3193,yes way go man still got egg huh,Chandler,3,581,1
3194,happy birthday,Joey,3,582,0
3195,paying,Gunther,4,582,1
3196,birthday,Joey,6,582,2
3197,sung happy birthday different woman today,Gunther,6,582,3
3198,really,Joey,4,582,4
3199,longer authorized distribute birthday muffin,Gunther,4,582,5
3200,damnit,Joey,0,582,6
3201,damnit,Joey,0,583,0
3202,rach hi,Ross,3,583,1
3203,oh wow,Ross,6,583,2
3204,mean wow,Ross,6,583,3
3205,mean think cute would never thought going never,Ross,4,583,4
3206,say much bigger person,Ross,4,583,5
3207,mean know wish brother reciprocate,Ross,4,583,6
3208,hey ever want go monica blessing,Ross,4,583,7
3209,mine,Joey,3,583,8
3210,rach hi,Ross,3,584,0
3211,hi,Rachel,3,584,1
3212,tell sister ask,Ross,4,584,2
3213,well yeah,Rachel,4,584,3
3214,oh wow,Ross,6,584,4
3215,mean wow,Ross,6,584,5
3216,mean think cute would never thought going never,Ross,4,584,6
3217,really,Rachel,6,584,7
3218,yeah said okay figured,Ross,3,584,8
3219,oh really never,Rachel,4,584,9
3220,say much bigger person,Ross,4,584,10
3221,mean know wish brother reciprocate,Ross,4,584,11
3222,hey ever want go monica blessing,Ross,4,584,12
3223,let hang please talk,Phoebe,2,585,0
3224,one thing today guess could push back,Earl,4,585,1
3225,yeah want kill,Phoebe,5,585,2
3226,uh working ten year meaningless job nobody even know exist,Earl,5,585,3
3227,chandler,Phoebe,4,585,4
3228,look sure people know exist,Phoebe,5,586,0
3229,oh yeah,Earl,5,586,1
3230,apparently like million guy play mac one robot one guy control,Joey,6,587,0
3231,know could get fired,Joey,6,587,1
3232,going,Joey,2,587,2
3233,well know joey pretty charming guy,Monica,4,587,3
3234,thanks kinda problem deal,Joey,2,587,4
3235,sweetie got win guy control got kiss serious robot as,Monica,4,587,5
3236,bad idea,Joey,4,587,6
3237,okay got turn charm tomorrow wasting anymore guy,Joey,4,587,7
3238,well actually got little bit saved pheebs,Joey,3,587,8
3239,apparently like million guy play mac one robot one guy control,Joey,6,588,0
3240,know could get fired,Joey,6,588,1
3241,going,Joey,2,588,2
3242,bad idea,Joey,4,588,3
3243,okay got turn charm tomorrow wasting anymore guy,Joey,4,588,4
3244,well actually got little bit saved pheebs,Joey,3,588,5
3245,think uh joey charming,Chandler,4,588,6
3246,think uh joey charming,Chandler,4,589,0
3247,yeah sleeping side,Monica,5,589,1
3248,yeah wish,Chandler,4,589,2
3249,yeah wish,Chandler,4,590,0
3250,wish,Phoebe,3,590,1
3251,yelling,Paul,3,591,0
3252,whoa,Rachel,4,591,1
3253,date,Phoebe,4,592,1
3254,date,Joey,6,592,2
3255,pheebs must mistaken know schedule date night plan friend,Joey,6,592,3
3256,come joey make feel badly,Phoebe,5,592,4
3257,gon na,Joey,0,592,5
3258,right,Joey,0,592,6
3259,yeah made feel really guilty goin girl,Joey,0,592,7
3260,something terrible,Joey,0,592,8
3261,pheebs thing,Joey,0,592,9
3262,thing,Phoebe,0,592,10
3263,okay well girl night special scientist,Joey,0,592,11
3264,well graduated high school,Joey,0,592,13
3265,okay whatever,Phoebe,3,592,14
3266,know,Phoebe,4,592,15
3267,time convince four hour gon na go see,Phoebe,0,592,16
3268,fine,Joey,0,592,17
3269,yeah,Phoebe,0,592,18
3270,fine,Joey,0,592,19
3271,yeah,Phoebe,0,592,20
3272,still doin told lobster ravioli,Joey,0,592,21
3273,sorry late stuck work big dinosaur thing anyway,Ross,4,593,0
3274,hi,Susan,4,593,1
3275,could forget,Ross,6,593,2
3276,ross,Susan,4,593,3
3277,hello susan good shake good shake uh waiting,Ross,0,593,4
3278,oberman okay,Ross,4,593,5
3279,course familiar special situation,Ross,4,593,7
3280,hi,Susan,4,594,0
3281,ross remember susan,Carol,4,594,1
3282,ross remember susan,Carol,4,595,0
3283,could forget,Ross,6,595,1
3284,hello susan good shake good shake uh waiting,Ross,0,595,2
3285,oberman,Carol,4,595,3
3286,oberman okay,Ross,4,595,4
3287,course familiar special situation,Ross,4,595,5
3288,yes supportive,Carol,4,595,6
3289,okay great oh,Ross,3,595,7
3290,thanks,Carol,4,595,8
3291,quack quack,Ross,4,595,9
3292,ross open cervix,Carol,6,595,10
3293,ross open cervix,Carol,6,596,0
3294,barry,Rachel,6,596,1
3295,barry,Rachel,6,597,0
3296,sure,Rachel,6,597,2
3297,yeah fine fine robbie gon na hour,Barry,4,597,3
3298,yeah fine fine robbie gon na hour,Barry,4,598,0
3299,huh,Robbie,6,598,1
3300,ya doin,Barry,4,598,2
3301,use cup yes believe use plate yes believe,Monica,4,599,0
3302,oh thank ohhh thank much oh thank coming uh second,Monica,3,599,1
3303,let,Phoebe,0,599,2
3304,phoebe,Monica,4,599,3
3305,yeah,Phoebe,3,599,4
3306,hold one minute,Monica,4,599,5
3307,let right,Phoebe,3,599,6
3308,alone,Monica,4,599,7
3309,yes,Phoebe,3,599,8
3310,right,Monica,4,599,9
3311,let go,Monica,0,600,0
3312,let go,Ross,0,600,1
3313,come always u left field holding ball,Ross,3,600,2
3314,know guess people care enough,Monica,4,600,3
3315,hey starting snow,Ross,5,600,4
3316,gim,Ross,0,600,5
3317,let go,Monica,0,600,6
3318,umm,Chandler,4,601,1
3319,bet ya ya could fit,Joey,4,601,2
3320,got five buck say,Chandler,4,601,3
3321,shoot shoot shoot shoot fall good,Joey,3,602,0
3322,knick fan,Lydia,4,602,1
3323,oh yeah,Joey,4,602,2
3324,oh boy suck,Lydia,0,602,3
3325,hey listen lady whoa,Joey,6,602,4
3326,look look man ewing nice shot know could hit water standing boat,Lydia,1,602,5
3327,oh yeah like,Joey,4,602,6
3328,celtic,Lydia,4,602,7
3329,celtic ha could hit boat wait suck alright,Joey,1,602,8
3330,oh shut know rebuilding year waah,Lydia,0,602,9
3331,wha wha aa let get father hey need father need father,Joey,0,602,10
3332,father,Lydia,4,602,11
3333,oh oh oh sorry,Joey,2,602,12
3334,oh uh right way pregnant woman seem goin,Joey,4,602,13
3335,ok,Lydia,4,602,14
3336,sweetheart gim gim another chance okay start go back aruba,Barry,2,603,0
3337,farber got bit emergency jason costalano choking retainer,Bernice,2,603,1
3338,oh god,Barry,2,603,2
3339,right bernice,Barry,4,603,3
3340,look please please go anywhere okay,Barry,2,603,4
3341,oh god,Barry,2,604,0
3342,right bernice,Barry,4,604,1
3343,look please please go anywhere okay,Barry,2,604,2
3344,okay,Rachel,4,604,3
3345,okay,Rachel,4,604,4
3346,hating,Rachel,0,604,5
3347,see sweating walked,Rachel,6,604,6
3348,listen honey hogging ball much jump right take couple punch telling feel,Rachel,4,604,7
3349,okay,Rachel,4,605,0
3350,okay,Rachel,4,605,1
3351,hating,Rachel,0,605,2
3352,see sweating walked,Rachel,6,605,3
3353,listen honey hogging ball much jump right take couple punch telling feel,Rachel,4,605,4
3354,yeah pretty sure still gon na marry,Mindy,3,605,5
3355,talking mindy guy devil satan smock,Rachel,1,605,6
3356,look know perfect truth end day still really wan na barry farber,Mindy,4,605,7
3357,oh god,Rachel,6,605,8
3358,hope find way happy hope still maid honor,Mindy,2,605,9
3359,hope barry kill eat aruba,Rachel,5,605,10
3360,listen robert gon na second one tell,Phoebe,4,606,0
3361,oh,Ross,5,606,1
3362,please right every time see like lose watching,Phoebe,2,606,2
3363,please right every time see like lose watching,Phoebe,2,607,0
3364,tell go guy barely know talk stuff,Chandler,0,607,1
3365,tell go guy barely know talk stuff,Chandler,0,608,0
3366,right even say something complementary,Ross,4,608,1
3367,right even say something complementary,Ross,4,609,0
3368,hey,Robert,6,609,1
3369,hey,Robert,6,610,0
3370,hey,Phoebe,4,610,1
3371,ready gym got new rock climbing wall spot,Robert,4,610,2
3372,spot,Phoebe,4,610,3
3373,okay listen robert,Phoebe,4,610,5
3374,time,Phoebe,0,611,0
3375,game,Monica,4,611,1
3376,gave really quickly,Phoebe,4,612,0
3377,seen joey,Chandler,4,612,1
3378,started mine first,Chandler,0,612,2
3379,build unit cinderelly lay tile cinderelly,Phoebe,0,612,3
3380,seen joey,Chandler,4,613,0
3381,matter,Monica,4,613,1
3382,oh know fault really couch usually,Chandler,4,613,2
3383,going,Chandler,6,613,3
3384,retiling floor,Monica,4,613,4
3385,yo spackel boy get,Chandler,4,613,5
3386,started finish,Monica,0,613,6
3387,started mine first,Chandler,0,613,7
3388,oh know fault really couch usually,Chandler,4,614,0
3389,hey somebody wan na hand one tile,Joey,4,614,1
3390,going,Chandler,6,614,2
3391,come chloe finish customer first come chloe come chloe,Chandler,3,615,0
3392,help,Issac,4,615,1
3393,chloe switch guy got crush,Issac,4,615,3
3394,okay hurt u,Chandler,3,615,4
3395,uh second thought copying need need little time think,Joey,4,616,1
3396,uh second thought copying need need little time think,Joey,4,617,0
3397,chloe switch guy got crush,Issac,4,617,1
3398,okay hurt u,Chandler,3,618,0
3399,hi guy seen since morning,Chloe,4,618,1
3400,well ah,Chandler,4,618,2
3401,hey guy tomorrow night,Chloe,4,618,3
3402,maybe scare ya,Chloe,4,618,4
3403,relax issac philly come,Chloe,4,618,5
3404,great ah see ya,Chloe,3,618,6
3405,right rock,Chandler,3,618,7
3406,hey guy tomorrow night,Chloe,4,619,0
3407,u,Joey,6,619,1
